Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
47 Valladolid;0-15 años;Españoles;Hombres;2021;34.084
47 Valladolid;0-15 años;Españoles;Hombres;2020;34.841
47 Valladolid;0-15 años;Españoles;Hombres;2019;35.525
47 Valladolid;0-15 años;Españoles;Mujeres;2021;32.417
47 Valladolid;0-15 años;Españoles;Mujeres;2020;33.085
47 Valladolid;0-15 años;Españoles;Mujeres;2019;33.721
47 Valladolid;0-15 años;Extranjeros;Hombres;2021;2.424
47 Valladolid;0-15 años;Extranjeros;Hombres;2020;2.309
47 Valladolid;0-15 años;Extranjeros;Hombres;2019;2.141
47 Valladolid;0-15 años;Extranjeros;Mujeres;2021;2.379
47 Valladolid;0-15 años;Extranjeros;Mujeres;2020;2.271
47 Valladolid;0-15 años;Extranjeros;Mujeres;2019;2.034
47 Valladolid;16-64 años;Españoles;Hombres;2021;151.311
47 Valladolid;16-64 años;Españoles;Hombres;2020;152.421
47 Valladolid;16-64 años;Españoles;Hombres;2019;153.472
47 Valladolid;16-64 años;Españoles;Mujeres;2021;151.343
47 Valladolid;16-64 años;Españoles;Mujeres;2020;152.535
47 Valladolid;16-64 años;Españoles;Mujeres;2019;153.661
47 Valladolid;16-64 años;Extranjeros;Hombres;2021;11.158
47 Valladolid;16-64 años;Extranjeros;Hombres;2020;10.644
47 Valladolid;16-64 años;Extranjeros;Hombres;2019;9.710
47 Valladolid;16-64 años;Extranjeros;Mujeres;2021;11.835
47 Valladolid;16-64 años;Extranjeros;Mujeres;2020;11.137
47 Valladolid;16-64 años;Extranjeros;Mujeres;2019;10.098
47 Valladolid;65 y más;Españoles;Hombres;2021;53.412
47 Valladolid;65 y más;Españoles;Hombres;2020;52.915
47 Valladolid;65 y más;Españoles;Hombres;2019;52.018
47 Valladolid;65 y más;Españoles;Mujeres;2021;67.934
47 Valladolid;65 y más;Españoles;Mujeres;2020;67.530
47 Valladolid;65 y más;Españoles;Mujeres;2019;66.366
47 Valladolid;65 y más;Extranjeros;Hombres;2021;454
47 Valladolid;65 y más;Extranjeros;Hombres;2020;410
47 Valladolid;65 y más;Extranjeros;Hombres;2019;350
47 Valladolid;65 y más;Extranjeros;Mujeres;2021;610
47 Valladolid;65 y más;Extranjeros;Mujeres;2020;551
47 Valladolid;65 y más;Extranjeros;Mujeres;2019;450
49 Zamora;0-15 años;Españoles;Hombres;2021;8.129
49 Zamora;0-15 años;Españoles;Hombres;2020;8.285
49 Zamora;0-15 años;Españoles;Hombres;2019;8.461
49 Zamora;0-15 años;Españoles;Mujeres;2021;7.583
49 Zamora;0-15 años;Españoles;Mujeres;2020;7.806
49 Zamora;0-15 años;Españoles;Mujeres;2019;8.036
49 Zamora;0-15 años;Extranjeros;Hombres;2021;529
49 Zamora;0-15 años;Extranjeros;Hombres;2020;515
49 Zamora;0-15 años;Extranjeros;Hombres;2019;478
49 Zamora;0-15 años;Extranjeros;Mujeres;2021;428
49 Zamora;0-15 años;Extranjeros;Mujeres;2020;442
49 Zamora;0-15 años;Extranjeros;Mujeres;2019;410
49 Zamora;16-64 años;Españoles;Hombres;2021;48.849
49 Zamora;16-64 años;Españoles;Hombres;2020;49.542
49 Zamora;16-64 años;Españoles;Hombres;2019;50.453
49 Zamora;16-64 años;Españoles;Mujeres;2021;45.638
49 Zamora;16-64 años;Españoles;Mujeres;2020;46.147
49 Zamora;16-64 años;Españoles;Mujeres;2019;46.896
49 Zamora;16-64 años;Extranjeros;Hombres;2021;2.305
49 Zamora;16-64 años;Extranjeros;Hombres;2020;2.242
49 Zamora;16-64 años;Extranjeros;Hombres;2019;2.192
49 Zamora;16-64 años;Extranjeros;Mujeres;2021;2.610
49 Zamora;16-64 años;Extranjeros;Mujeres;2020;2.559
49 Zamora;16-64 años;Extranjeros;Mujeres;2019;2.409
49 Zamora;65 y más;Españoles;Hombres;2021;23.583
49 Zamora;65 y más;Españoles;Hombres;2020;23.640
49 Zamora;65 y más;Españoles;Hombres;2019;23.629
49 Zamora;65 y más;Españoles;Mujeres;2021;28.697
49 Zamora;65 y más;Españoles;Mujeres;2020;29.071
49 Zamora;65 y más;Españoles;Mujeres;2019;29.282
49 Zamora;65 y más;Extranjeros;Hombres;2021;156
49 Zamora;65 y más;Extranjeros;Hombres;2020;145
49 Zamora;65 y más;Extranjeros;Hombres;2019;128
49 Zamora;65 y más;Extranjeros;Mujeres;2021;218
49 Zamora;65 y más;Extranjeros;Mujeres;2020;194
49 Zamora;65 y más;Extranjeros;Mujeres;2019;165
50 Zaragoza;0-15 años;Españoles;Hombres;2021;63.663
50 Zaragoza;0-15 años;Españoles;Hombres;2020;64.843
50 Zaragoza;0-15 años;Españoles;Hombres;2019;65.802
50 Zaragoza;0-15 años;Españoles;Mujeres;2021;59.890
50 Zaragoza;0-15 años;Españoles;Mujeres;2020;61.114
50 Zaragoza;0-15 años;Españoles;Mujeres;2019;62.064
50 Zaragoza;0-15 años;Extranjeros;Hombres;2021;10.222
50 Zaragoza;0-15 años;Extranjeros;Hombres;2020;10.280
50 Zaragoza;0-15 años;Extranjeros;Hombres;2019;9.681
50 Zaragoza;0-15 años;Extranjeros;Mujeres;2021;9.663
50 Zaragoza;0-15 años;Extranjeros;Mujeres;2020;9.718
50 Zaragoza;0-15 años;Extranjeros;Mujeres;2019;9.112
50 Zaragoza;16-64 años;Españoles;Hombres;2021;262.950
50 Zaragoza;16-64 años;Españoles;Hombres;2020;264.195
50 Zaragoza;16-64 años;Españoles;Hombres;2019;264.922
50 Zaragoza;16-64 años;Españoles;Mujeres;2021;259.156
50 Zaragoza;16-64 años;Españoles;Mujeres;2020;259.882
50 Zaragoza;16-64 años;Españoles;Mujeres;2019;260.723
50 Zaragoza;16-64 años;Extranjeros;Hombres;2021;47.799
50 Zaragoza;16-64 años;Extranjeros;Hombres;2020;48.081
50 Zaragoza;16-64 años;Extranjeros;Hombres;2019;44.157
50 Zaragoza;16-64 años;Extranjeros;Mujeres;2021;46.863
50 Zaragoza;16-64 años;Extranjeros;Mujeres;2020;47.857
50 Zaragoza;16-64 años;Extranjeros;Mujeres;2019;44.447
50 Zaragoza;65 y más;Españoles;Hombres;2021;87.204
50 Zaragoza;65 y más;Españoles;Hombres;2020;86.793
50 Zaragoza;65 y más;Españoles;Hombres;2019;85.803
50 Zaragoza;65 y más;Españoles;Mujeres;2021;116.303
50 Zaragoza;65 y más;Españoles;Mujeres;2020;116.234
50 Zaragoza;65 y más;Españoles;Mujeres;2019;115.001
50 Zaragoza;65 y más;Extranjeros;Hombres;2021;1.516
50 Zaragoza;65 y más;Extranjeros;Hombres;2020;1.410
50 Zaragoza;65 y más;Extranjeros;Hombres;2019;1.174
50 Zaragoza;65 y más;Extranjeros;Mujeres;2021;2.223
50 Zaragoza;65 y más;Extranjeros;Mujeres;2020;2.121
50 Zaragoza;65 y más;Extranjeros;Mujeres;2019;1.807
51 Ceuta;0-15 años;Españoles;Hombres;2021;8.428
51 Ceuta;0-15 años;Españoles;Hombres;2020;8.762
51 Ceuta;0-15 años;Españoles;Hombres;2019;8.974
51 Ceuta;0-15 años;Españoles;Mujeres;2021;8.152
51 Ceuta;0-15 años;Españoles;Mujeres;2020;8.445
51 Ceuta;0-15 años;Españoles;Mujeres;2019;8.614
51 Ceuta;0-15 años;Extranjeros;Hombres;2021;381
51 Ceuta;0-15 años;Extranjeros;Hombres;2020;442
51 Ceuta;0-15 años;Extranjeros;Hombres;2019;510
51 Ceuta;0-15 años;Extranjeros;Mujeres;2021;346
51 Ceuta;0-15 años;Extranjeros;Mujeres;2020;395
51 Ceuta;0-15 años;Extranjeros;Mujeres;2019;446
51 Ceuta;16-64 años;Españoles;Hombres;2021;26.687
51 Ceuta;16-64 años;Españoles;Hombres;2020;26.585
51 Ceuta;16-64 años;Españoles;Hombres;2019;26.807
51 Ceuta;16-64 años;Españoles;Mujeres;2021;24.886
51 Ceuta;16-64 años;Españoles;Mujeres;2020;24.883
51 Ceuta;16-64 años;Españoles;Mujeres;2019;24.972
51 Ceuta;16-64 años;Extranjeros;Hombres;2021;2.066
51 Ceuta;16-64 años;Extranjeros;Hombres;2020;2.222
51 Ceuta;16-64 años;Extranjeros;Hombres;2019;2.216
51 Ceuta;16-64 años;Extranjeros;Mujeres;2021;2.259
51 Ceuta;16-64 años;Extranjeros;Mujeres;2020;2.324
51 Ceuta;16-64 años;Extranjeros;Mujeres;2019;2.309
51 Ceuta;65 y más;Españoles;Hombres;2021;4.494
51 Ceuta;65 y más;Españoles;Hombres;2020;4.373
51 Ceuta;65 y más;Españoles;Hombres;2019;4.247
51 Ceuta;65 y más;Españoles;Mujeres;2021;5.503
51 Ceuta;65 y más;Españoles;Mujeres;2020;5.449
51 Ceuta;65 y más;Españoles;Mujeres;2019;5.371
51 Ceuta;65 y más;Extranjeros;Hombres;2021;152
51 Ceuta;65 y más;Extranjeros;Hombres;2020;158
51 Ceuta;65 y más;Extranjeros;Hombres;2019;158
51 Ceuta;65 y más;Extranjeros;Mujeres;2021;163
51 Ceuta;65 y más;Extranjeros;Mujeres;2020;164
51 Ceuta;65 y más;Extranjeros;Mujeres;2019;153
52 Melilla;0-15 años;Españoles;Hombres;2021;9.033
52 Melilla;0-15 años;Españoles;Hombres;2020;9.090
52 Melilla;0-15 años;Españoles;Hombres;2019;9.100
52 Melilla;0-15 años;Españoles;Mujeres;2021;8.666
52 Melilla;0-15 años;Españoles;Mujeres;2020;8.716
52 Melilla;0-15 años;Españoles;Mujeres;2019;8.702
52 Melilla;0-15 años;Extranjeros;Hombres;2021;1.405
52 Melilla;0-15 años;Extranjeros;Hombres;2020;1.628
52 Melilla;0-15 años;Extranjeros;Hombres;2019;1.656
52 Melilla;0-15 años;Extranjeros;Mujeres;2021;1.291
52 Melilla;0-15 años;Extranjeros;Mujeres;2020;1.464
52 Melilla;0-15 años;Extranjeros;Mujeres;2019;1.468
52 Melilla;16-64 años;Españoles;Hombres;2021;24.646
52 Melilla;16-64 años;Españoles;Hombres;2020;24.775
52 Melilla;16-64 años;Españoles;Hombres;2019;24.709
52 Melilla;16-64 años;Españoles;Mujeres;2021;22.897
52 Melilla;16-64 años;Españoles;Mujeres;2020;22.859
52 Melilla;16-64 años;Españoles;Mujeres;2019;22.699
52 Melilla;16-64 años;Extranjeros;Hombres;2021;4.323
52 Melilla;16-64 años;Extranjeros;Hombres;2020;4.553
52 Melilla;16-64 años;Extranjeros;Hombres;2019;4.497
52 Melilla;16-64 años;Extranjeros;Mujeres;2021;4.682
52 Melilla;16-64 años;Extranjeros;Mujeres;2020;4.785
52 Melilla;16-64 años;Extranjeros;Mujeres;2019;4.780
52 Melilla;65 y más;Españoles;Hombres;2021;3.775
52 Melilla;65 y más;Españoles;Hombres;2020;3.669
52 Melilla;65 y más;Españoles;Hombres;2019;3.510
52 Melilla;65 y más;Españoles;Mujeres;2021;4.633
52 Melilla;65 y más;Españoles;Mujeres;2020;4.604
52 Melilla;65 y más;Españoles;Mujeres;2019;4.501
52 Melilla;65 y más;Extranjeros;Hombres;2021;421
52 Melilla;65 y más;Extranjeros;Hombres;2020;447
52 Melilla;65 y más;Extranjeros;Hombres;2019;422
52 Melilla;65 y más;Extranjeros;Mujeres;2021;489
52 Melilla;65 y más;Extranjeros;Mujeres;2020;486
52 Melilla;65 y más;Extranjeros;Mujeres;2019;443
